9.637198162831652759e-01 2.536825619901288409e-01 2.747905320437777910e-01 3.839985666080780735e-01 1.867510419763172003e-01 5.068625910603878904e-01 3.286845748037893200e-01 1.957242089007725783e-01 6.649371202529011926e-01 2.466301464297031565e-01
6.507492615873163855e-01 1.015367209446843555e-01 9.082061603603281963e-01 6.960067763814110631e-01 6.930550657388613311e-01 1.418868924193044112e-01 6.039046731296932036e-01 4.262918134881196197e-01 1.251845728713010253e-01 3.527356279615090351e-02
4.494442825373884398e-01 7.648142433887308300e-01 2.406476362931437851e-01 2.053894674980552004e-01 7.757365232362909424e-01 6.487649005689595239e-01 4.947221388715884460e-01 1.811963932070785877e-01 3.749411895735805800e-01 4.048275470985766011e-01
7.788218411094549598e-02 2.386200246210596898e-01 1.979362747286904645e-01 6.198047559458922384e-01 7.017419389453105616e-01 4.750132175297345771e-01 8.916829143300373239e-01 2.335250100195733758e-01 6.142390757101567900e-02 6.427695780564398609e-01
9.098534712533354885e-01 6.876693683492773879e-01 2.923349527884884225e-01 6.552032955046327434e-01 7.109707875982435032e-01 6.057675720270615516e-01 4.566748034642466036e-01 2.006989059181260027e-01 4.924069574977112396e-01 9.140660952272254836e-01
8.457678292509998030e-01 4.279835691963196354e-02 3.382823411855883089e-01 5.580087003832688852e-01 9.795527624629675190e-01 1.476931178411265977e-01 4.640964022193583283e-01 9.403510223192301787e-01 2.930028828420837561e-01 5.337935018611830174e-01
1.415875856061127314e-01 5.173088137282852994e-01 2.795959654048785215e-02 8.000192117242671541e-01 7.738948973307424595e-01 6.221681608538940367e-01 6.621486589914931109e-01 7.256260113939583256e-01 7.328159812030178299e-01 5.319069978302447543e-01
9.343742188983695796e-01 1.571265222128319650e-01 6.880646254171205456e-01 8.877798281496044330e-01 4.412252871812150090e-02 2.887796312419386169e-01 2.715556946930735016e-01 3.080059576065915516e-01 7.383698232497233338e-01 8.743719210705912515e-01
6.470433553180758857e-01 1.439888790970281773e-01 6.447758223840525105e-01 5.543982798677480339e-01 7.242864910205722984e-01 8.334315769751377001e-02 3.892398462926307534e-01 2.363438099985447627e-01 9.478395591060939651e-02 5.768814342915498106e-01
2.143361248693073096e-01 4.456254019055683191e-01 5.171631301389367774e-01 4.662282645017572502e-01 3.755401357241279214e-01 9.869377529406562211e-01 4.385686189637524324e-01 2.304706308071139409e-01 4.970328578657822183e-01 4.119072710107817281e-01
